X,Y,OBJECTID,Facility_ID,Facility_Name,Facility_Type_Code,Facility_Type,Map_Symbol,Facility_Type_Detail,Facility_Type_Abbreviation,Licensed_Beds_Total,Telephone,County,Address_Full,Latitude,Longitude,CDPHE_HFEMS_Licensed,Operating_Status,Date_Data_Updated,Source
-103.218483,40.6246340000001,72,050112,5TH AVENUE,S41,All Other Factypes,Group Home,Residential Care Facility for the Developmentally Disabled,RCF-DD,6,970-521-7160,LOGAN,"120 S 5TH AVE, STERLING, CO 80751",40.624634,-103.218483,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.789925,39.924473,73,10E385,6 BEET MUSIC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-587-6692,ADAMS,"12612 BUCKLEY RD, BRIGHTON, CO 80603",39.9244729999999,-104.789924999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.716118,38.312099,74,0506XL,614 S CLARION,S41,All Other Factypes,Group Home,Residential Care Facility for the Developmentally Disabled,RCF-DD,8,719-585-4001,PUEBLO,"614 S CLARION DR, PUEBLO WEST, CO 81007",38.312099,-104.716117999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.071983,39.8183330000001,75,06X365,67TH GROUP HOME,111,All Other Factypes,Intermediate Care Facility,Intermediate Care Facility for Individuals with Intellectual Disabilities,ICF/IID,8,303-463-2500,JEFFERSON,"6799 W 67TH AVENUE, ARVADA, CO 80003",39.818333,-105.071983,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.100548,39.8208470000001,76,06W362,68TH HOUSE,111,All Other Factypes,Intermediate Care Facility,Intermediate Care Facility for Individuals with Intellectual Disabilities,ICF/IID,8,303-463-2500,JEFFERSON,"9230 W 68TH PL, ARVADA, CO 80004-",39.820847,-105.100548,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-103.549622,37.9817810000001,77,05023L,701 LINCOLN GROUP HOME,S41,All Other Factypes,Group Home,Residential Care Facility for the Developmentally Disabled,RCF-DD,6,719-384-8741,OTERO,"701 LINCOLN AVE, LA JUNTA, CO 81050-",37.9817809999999,-103.549621999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.708923,38.8845210000001,78,10N6QL,719 POINT PLACE,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-248-4122,EL PASO,"3680 PONY TRACKS DR, COLORADO SPRINGS, CO 80922",38.8845209999999,-104.708922999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.764214,38.3059620000001,79,0506Z3,887 S BELLFLOWER,S41,All Other Factypes,Group Home,Residential Care Facility for the Developmentally Disabled,RCF-DD,8,719-585-4001,PUEBLO,"887 S BELLFLOWER DR, PUEBLO WEST, CO 81007",38.305962,-104.764213999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.764008,38.3057670000001,80,0506OR,895 S BELLFLOWER,S41,All Other Factypes,Group Home,Residential Care Facility for the Developmentally Disabled,RCF-DD,8,719-585-4001,PUEBLO,"895 S BELLFLOWER DR, PUEBLO WEST, CO 81007",38.305767,-104.764008,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.910103,39.6985050000001,81,04B353,A ARIEL HOME CARE,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,303-399-0003,DENVER,"6795 E TENNESSEE AVE #154 #154, DENVER, CO 80224",39.6985049999999,-104.910103,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.910103,39.6985050000001,82,1004ND,A ARIEL HOME CARE,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,303-399-0003,DENVER,"6795 E TENNESSEE AVE  #154, DENVER, CO 80224",39.6985049999999,-104.910103,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.685913,39.584328,83,106FD1,A BEAUTIFUL LIFE LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-837-8922,ARAPAHOE,"25961 E GEDDES CIR, AURORA, CO 80016",39.5843279999999,-104.685912999999,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.626945,38.3082810000001,84,04AVAI,A BETTER COLORADO HOME HEALTH CARE AGENCY LLC,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,719-974-0520,PUEBLO,"3921 OUTLOOK BLVD STE B1, PUEBLO, CO 81008",38.308281,-104.626945,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.626945,38.3082810000001,85,04TAII,A BETTER COLORADO HOME HEALTH CARE AGENCY LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,,PUEBLO,"3921 OUTLOOK BLVD STE B1, PUEBLO, CO 81008",38.308281,-104.626945,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.626945,38.3082810000001,86,04AR9Y,A BETTER COLORADO HOME HEALTH CARE AGENCY LLC,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,719-947-0520,PUEBLO,"3921 OUTLOOK BLVD STE B1, PUEBLO, CO 81008",38.308281,-104.626945,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.539642,39.1163790000001,87,10E934,A BETTER LIFE EXPERIENCE INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,970-263-8811,MESA,"2764 COMPASS DRIVE #150, GRAND JUNCTION, CO 81506",39.116379,-108.539642,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.97702,39.8706250000001,88,10P638,A BETTER LIFE EXPERIENCE INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-920-9279,ADAMS,"550 EAST THORNTON PARKWAY STE 118, THORNTON, CO 80229",39.8706249999999,-104.977019999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.048431,39.581978,89,10WHKC,A BETTER LIFE HOME CARE,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-883-0534,ARAPAHOE,"7405 S. UTICA ST. , LITTLETON, CO 80128",39.5819779999999,-105.048430999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.973351,39.71907,90,10X804,A BETTER LIFE LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-263-5228,DENVER,"131 DOWNING ST, DENVER, CO 80218",39.71907,-104.973350999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.051743,39.633785,91,04Q911,A BETTER SOLUTION IN HOME CARE OF SOUTH DENVER,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,303-568-9144,DENVER,"4636 S YATES ST, DENVER, CO 80236",39.633785,-105.051743,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.106133,39.7880440000001,92,10B885,A BRIGHTER COMMUNITY LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-425-3382,JEFFERSON,"9701 W 50TH AVE, WHEAT RIDGE, CO 80033",39.7880439999999,-105.106133,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.695808,39.7178420000001,93,04B294,A CARING HAND AND HEART LLC,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,303-515-0215,ARAPAHOE,"58 N IRVINGTON ST, AURORA, CO 80018",39.7178419999999,-104.695808,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.786221,38.9213310000001,94,04N658,A CARING HEART HOME HEALTH LLC,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,719-505-1010,EL PASO,"2140 HOLLOWBROOK DR STE 200 COLORADO SPRINGS, CO 80918",38.921331,-104.786220999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.079628,39.7837180000001,95,2304J0,A CARING HEART LLC,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,8,720-301-1369,JEFFERSON,"7465 W 48TH AVE, WHEAT RIDGE, CO 80033-",39.783718,-105.079628,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.861214,39.6984830000001,96,04Z117,A CARING NETWORK,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,720-477-4013,ARAPAHOE,"1010 S JOLIET ST  STE 104, AURORA, CO 80012",39.698483,-104.861214,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.861214,39.6984830000001,97,04P512,A CARING NETWORK,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-477-4013,ARAPAHOE,"1010 S JOLIET ST #104, AURORA, CO 80012",39.698483,-104.861214,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.060242,39.819687,98,04S735,A CARING TOUCH MATTERS LLC,SE1,All Other Factypes,Home Care Placement,Home Care Placement Agency,HCPA,0,303-579-3121,JEFFERSON,"6784 GRAY ST, ARVADA, CO 80003",39.819687,-105.060242,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.068649,39.7206190000001,99,2304A5,"A CHANGE OF SEASONS ASSISTED LIVING, LLC",SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,10,303-238-2588,JEFFERSON,"225 MARSHALL ST , LAKEWOOD, CO 80226",39.7206189999999,-105.068648999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.853096,38.896423,100,04E517,A CIRCLE OF CARE COLORADO LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,719-476-0205,EL PASO,"1365 GARDEN OF THE GODS RD STE 100, COLORADO SPRINGS, CO 80907",38.8964229999999,-104.853095999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.853096,38.896423,101,04P161,A CIRCLE OF CARE COLORADO LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,719-476-0205,EL PASO,"1365 GARDEN OF THE GODS RD STE 100, COLORADO SPRINGS, CO 80907",38.8964229999999,-104.853095999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.090256,40.5492590000001,102,10U583,A CLEAN TEAM LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,970-631-5853,LARIMER,"2800 WORTHINGTON AVE, FORT COLLINS, CO 80526",40.5492589999999,-105.090255999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.757393,38.862129,103,10VXW6,A COGNITIVE CONNECTION,S2G,All Other Factypes,Disability Care,CHILDREN'S HABILITATION RESIDENTIAL PROG (CHRP),HCBS,0,719-233-1199,EL PASO,"2020 N ACADEMY BLVD STE 155, COLORADO SPRINGS, CO 80909",38.862129,-104.757392999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.757393,38.862129,104,041X58,A COGNITIVE CONNECTION LLC,05F,Home Care Agency,Home Health,Home Care Agency-Intellectually and Developmentally Disabled (Medicaid),HCA-IDD,0,719-358-6637,EL PASO,"2020 N ACADEMY BLVD #155 COLORADO SPRINGS, CO 80909",38.862129,-104.757392999999,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.757393,38.862129,105,10O872,A COGNITIVE CONNECTION LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-233-1199,EL PASO,"2020 N ACADEMY BLVD STE 155, COLORADO SPRINGS, CO 80909",38.862129,-104.757392999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.74868,39.783081,106,04EDRD,A DAUGHTERS LOVE LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,,DENVER,"5021 JEBEL ST, DENVER, CO 80249",39.783081,-104.748679999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.74868,39.783081,107,04VDRY,A DAUGHTERS LOVE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,720-672-7420,DENVER,"5021 JEBEL ST, DENVER, CO 80249-",39.783081,-104.748679999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.950424,39.903576,108,2304JA,A FEATHERED NEST AT THORNTON,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,7,303-886-1552,ADAMS,"11540 MILWAUKEE ST, THORNTON, CO 80233",39.903576,-104.950423999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.695908,39.7132340000001,109,10ZEFA,A GLIMMER OF HOPE LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-982-0725,ARAPAHOE,"187 S IRVINGTON ST, AURORA, CO 80018",39.713234,-104.695908,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.769356,39.644554,110,23M127,A HAVEN OF CARE LLC,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,8,720-301-1369,ARAPAHOE,"3920 S ARGONNE WAY , AURORA, CO 80013",39.6445539999999,-104.769356,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-108.066833,38.736549,111,07LDWW,A KIDZ CLINIC,121,All Other Factypes,Clinic,Rural Health Clinic,RHC,0,970-874-2753,DELTA,"360 E 8TH ST DELTA, CO 81416",38.7365489999999,-108.066833,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.994682,39.6428450000001,112,23R668,A LEGACY PERSONAL CARE HOME,SA1,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence (Licensed Only),ALRONLY,10,720-301-1369,ARAPAHOE,"4050 S FOX ST, ENGLEWOOD, CO 80110",39.642845,-104.994681999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.104973,40.4081420000001,113,04W738,A LITTLE R & R HOME CARE,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,970-667-1067,LARIMER,"1966 W 15TH ST  STE 1, LOVELAND, CO 80538",40.4081419999999,-105.104973,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-105.104973,40.4081420000001,114,04M458,A LITTLE R & R HOME CARE,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,970-667-1067,LARIMER,"1966 W 15TH ST STE 1, LOVELAND, CO 80538",40.4081419999999,-105.104973,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.922348,39.761562,115,2304ZS,A LOVING HAND LLC,SA2,Assisted Living Residence,Assisted Living Residence,Assisted Living Residence/Alternative Care Facility (Medicaid),ALR/ACF,8,720-301-1369,DENVER,"3079  S HOLLY ST, DENVER, CO 80222",39.7615619999999,-104.922348,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.902967,39.655721,116,04C0E3,A LOVING TOUCH,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,720-917-4208,DENVER,"7535 E HAMPDEN AVE, STE 400 DENVER, CO 80231",39.655721,-104.902967,yes,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.760208,39.5182080000001,117,04K177,A LOVING TOUCH LLC,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,720-617-0616,DOUGLAS,"19751 E MAINSTREET STE 310-3, PARKER, CO 80138-",39.518208,-104.760208,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.715622,39.5488740000001,118,10QG12,A MOTHER'S TOUCH LLC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-359-9269,DOUGLAS,"9125 E SUMMIT RD, PARKER, CO 80138",39.5488739999999,-104.715621999999,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.99659,39.908077,119,10H694,A NEW HORIZON PSYCHOTHERAPY INC,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,303-304-0218,ADAMS,"11654 HURON ST  STE 104, NORTHGLENN, CO 80234",39.9080769999999,-104.996589999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.860069,39.6652570000001,120,17585D,A PEACEFUL JOURNEY HOSPICE,161,All Other Factypes,Hospice,Hospice (Certified),HOSPICE,0,303-755-0915,ARAPAHOE,"2851 S PARKER RD STE 1130, AURORA, CO 80014",39.6652569999999,-104.860068999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.839745,38.8965610000001,121,04Y454,A PHYSICIANS HOME CARE LLC,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,719-434-2585,EL PASO,"905 GARDEN OF THE GODS RD  STE F, COLORADO SPRINGS, CO 80907",38.8965609999999,-104.839744999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.839745,38.8965610000001,122,04O976,A PHYSICIANS HOME CARE LLC,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,719-434-2585,EL PASO,"905 GARDEN OF THE GODS RD  STE F, COLORADO SPRINGS, CO 80907",38.8965609999999,-104.839744999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.839745,38.8965610000001,123,10L102,"A PHYSICIANS HOME CARE, LLC",S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,719-434-2585,EL PASO,"905 W GARDEN OF THE GODS RD SUITE F, COLORADO SPRINGS, CO 80907",38.8965609999999,-104.839744999999,no,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.839745,38.8965610000001,124,04L642,A PHYSICIANS HOME HEALTH,051,Home Health Agency,Home Health,Home Health Agency (Medicare/Medicaid),HHA-1819,0,719-434-2585,EL PASO,"905 GARDEN OF THE GODS RD STE F, COLORADO SPRINGS, CO 80907-",38.8965609999999,-104.839744999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.868629,39.5640530000001,125,04U630,A PLACE AT HOME,05E,All Other Factypes,Home Health,Home Care Agency-In Home Support Services (Medicaid),HCA-IHSS,0,303-330-1026,DOUGLAS,"8310 S VALLEY HWY STE 300, CENTENNIAL, CO 80112",39.564053,-104.868628999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.868629,39.5640530000001,126,04Q693,A PLACE AT HOME,05D,Home Care Agency,Home Health,Home Care Agency-Personal Care/Homemaker (Medicaid),HCA-PHS,0,303-330-1026,DOUGLAS,"8310 S VALLEY HWY STE 300, CENTENNIAL , CO 80012",39.564053,-104.868628999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.868629,39.5640530000001,127,04D455,A PLACE AT HOME,05A,Home Health Agency,Home Health,Home Health Agency (Cert Eligible),HHA-LCE,0,720-726-3799,DOUGLAS,"8310 S VALLEY HWY STE 300, ENGLEWOOD, CO 80112",39.564053,-104.868628999999,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.868629,39.5640530000001,128,10L87N,A PLACE AT HOME,S2E,All Other Factypes,Disability Care,Program Approved Service Agency (PASA),HCBS-IDD,0,720-726-3799,DOUGLAS,"8310 SOUTH VALLEY HIGHWAY SUITE 300, ENGLEWOOD, CO 80112",39.564053,-104.868628999999,no,PENDING (CLOSING OR OPENING),2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
-104.992485,39.6533700000001,129,04S7GK,A PLACE AT HOME - LITTLETON,05C,Home Care Agency,Home Health,Home Care Agency (Licensed Only),HCA-LIC,0,720-821-3456,ARAPAHOE,"333 W HAMPDEN AVE STE 615, ENGLEWOOD, CO 80110-",39.65337,-104.992485,yes,ACTIVE,2024/12/04 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
